channel_name,category,sub_category,customer_remarks,tenure_bucket,agent_shift,csat_score,response_minutes,retention_label
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,5,4,1
Outcall,Returns,Reverse Pickup Enquiry,gud,>90,Evening,5,4,1
Inbound,Order Related,Delayed,Good jobs,>90,Morning,5,37,1
Inbound,Order Related,Delayed,My issue has not been resolved yet and I am facing so much trouble for the same. I don't know why the executive has disconnected the call in between the communication.,0-30,Evening,1,87,0
Inbound,Returns,Service Centres Related,,>90,Morning,5,5,1
Inbound,Product Queries,Product Specific Information,,>90,Morning,5,15,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,7,1
Inbound,Order Related,Delayed,,31-60,Afternoon,5,24,1
Outcall,Order Related,Installation/demo,,61-90,Evening,5,11,1
Inbound,Order Related,Order status enquiry,,31-60,Morning,4,5,1
Email,Shopzilla Related,General Enquiry,"customer care high authority is very good and polite ,solve my problem in a good and effective manner, provide me accurate information about my quaries",>90,Morning,5,9,1
Inbound,Product Queries,Product Specific Information,The agent was polite and helpful..,>90,Afternoon,5,9,1
Inbound,Returns,Return request,Thank you for resolving my issues is your voice is amezing thank you  team,>90,Split,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Morning,4,4,1
Inbound,Payments related,Online Payment Issues,,>90,Split,5,1,1
Email,Returns,Reverse Pickup Enquiry,"It is very disappointing that one product that i was buy a product from   and   told me that they don't help me about the same, then what should I do, should I go to somewhere else for the help.This is not done, i will put a case against you regarding the same.",>90,Morning,1,9,0
Inbound,Order Related,Installation/demo,Not resolve my problem,On Job Training,Evening,1,8,0
Inbound,Cancellation,Not Needed,,>90,Afternoon,5,113,1
Inbound,Returns,Wrong,Very bed experience from Shopzilla,>90,Morning,1,116,0
Outcall,Returns,Fraudulent User,,>90,Split,5,13,1
Outcall,Order Related,Order status enquiry,,>90,Morning,5,3,1
Inbound,Returns,Fraudulent User,No,>90,Split,5,0,1
Outcall,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,5,231,1
Outcall,Returns,Return request,,>90,Evening,5,4,1
Inbound,Returns,Service Centres Related,,0-30,Evening,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,Worst experience ever ... just giving same answers and giving next date,>90,Afternoon,1,9,0
Inbound,Returns,Return request,,>90,Morning,4,4,1
Outcall,Refund Related,Refund Related Issues,,>90,Morning,4,1,1
Outcall,Order Related,Order status enquiry,,On Job Training,Morning,5,244,1
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,4,1,1
Inbound,Returns,Reverse Pickup Enquiry,Very good ??,0-30,Evening,5,2,1
Inbound,Returns,Return request,,31-60,Evening,5,9,1
Inbound,Returns,Missing,Shopzilla is very poor service provider ??,31-60,Morning,5,44535,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,4,2,1
Inbound,Returns,Fraudulent User,5,>90,Evening,5,29,1
Email,Refund Related,Refund Related Issues,Good,61-90,Evening,5,5,1
Outcall,Order Related,Order status enquiry,,On Job Training,Morning,1,13,0
Outcall,Shopzilla Related,Other Account Related Issues,,0-30,Morning,1,508,0
Outcall,Product Queries,Product Specific Information,,>90,Morning,1,9,0
Inbound,Product Queries,Product Specific Information,Thank you ??,On Job Training,Evening,5,3,1
Inbound,Payments related,PayLater related,,>90,Morning,5,2,1
Outcall,Returns,Return request,,On Job Training,Morning,5,4,1
Inbound,Order Related,Customer Requested Modifications,,31-60,Morning,5,1,1
Outcall,Returns,Fraudulent User,,61-90,Evening,5,2,1
Inbound,Cancellation,Not Needed,Very bad service,>90,Morning,1,158,0
Outcall,Payments related,Payment related Queries,Good,>90,Morning,5,0,1
Outcall,Returns,Return request,Best customer support ??,>90,Afternoon,5,200,1
Inbound,Feedback,UnProfessional Behaviour,Delivery boy begs always extra money while delivery the product.,>90,Afternoon,5,8,1
Inbound,Shopzilla Related,General Enquiry,,>90,Split,5,5,1
Inbound,Returns,Missing,,>90,Afternoon,5,44500,
Inbound,Payments related,Wallet related,,61-90,Afternoon,5,4,1
Outcall,Returns,Reverse Pickup Enquiry,I need to return the product which i received on july 1 and request a return the same day and not yet done by you,>90,Morning,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,3,3,
Inbound,Order Related,Delayed,,>90,Morning,5,4,1
Outcall,Refund Related,Refund Enquiry,Refund not received,0-30,Morning,1,9,0
Inbound,Order Related,Order status enquiry,,61-90,Night,1,58,0
Inbound,Order Related,Delayed,Very bad behaviour,0-30,Morning,1,81,0
Inbound,Refund Related,Refund Related Issues,,31-60,Morning,5,2,1
Inbound,Returns,Return request,I want pick up your product very soon and refund my hard-earned money,61-90,Evening,3,2,
Inbound,Shopzilla Related,Shopzila Premium Related,,0-30,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,"Sometimes i felt i am talking with some startup company, that has so many loopholes, Customer service people shows that they dont know anything and backend team is like a Govt Employee in some Govt Bank. I dont know how many times i have to call you guys for the same issue. Shopzilla future is very dark, better learn from SuperBuy or  , how to handle and fix the issue on time.   You",>90,Morning,1,1,0
Inbound,Cancellation,Not Needed,Very good,On Job Training,Evening,5,5,1
Inbound,Order Related,Invoice request,Nice delivery,0-30,Morning,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,Good customer support,>90,Morning,5,4,1
Inbound,Order Related,Delayed,,31-60,Evening,1,22,0
Outcall,Order Related,Customer Requested Modifications,,On Job Training,Evening,5,7,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,4,87,1
Inbound,Shopzilla Related,General Enquiry,,31-60,Morning,1,1,0
Inbound,Returns,Fraudulent User,,>90,Split,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,1,24,0
Inbound,Order Related,Invoice request,,>90,Evening,5,43,1
Inbound,Cancellation,Not Needed,,31-60,Evening,5,2,1
Outcall,Returns,Fraudulent User,Good,>90,Morning,5,5,1
Inbound,Order Related,Order status enquiry,,31-60,Morning,3,0,
Inbound,Returns,Return request,Please make changing of registered mobile numbers much simpler. Not everyone has access to old phone numbers.,>90,Morning,4,58,1
Inbound,Shopzilla Related,Signup Issues,,>90,Morning,5,1,1
Inbound,Order Related,Order status enquiry,,31-60,Evening,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,31,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,73,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,3,33,
Inbound,Returns,Return request,"Ensure to enforce policies that panelize sellers who don't list their products properly, incorrect description or misleading images",>90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,my issue was not resolved from past 15 days,>90,Morning,1,29,0
Outcall,Order Related,Order status enquiry,,>90,Morning,5,1,1
Inbound,Returns,Missing,,0-30,Morning,5,4,1
Inbound,Returns,Service Centres Related,,>90,Morning,5,2,1
Inbound,Feedback,UnProfessional Behaviour,,>90,Morning,4,354,1
Outcall,Returns,Fraudulent User,Thanks for your support ??,>90,Evening,5,3,1
Inbound,Returns,Return request,Thanks for slove my problem nd customer service also good,0-30,Evening,5,13,1
Inbound,Order Related,Delayed,,On Job Training,Morning,5,2,1
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,1,1
Inbound,Returns,Return request,,0-30,Evening,4,5,1
Inbound,Product Queries,Product Specific Information,,61-90,Afternoon,5,2,1
Inbound,Returns,Wrong,,>90,Afternoon,5,1,1
Inbound,Order Related,Delayed,,>90,Morning,4,2,1
Inbound,Returns,Missing,,61-90,Afternoon,5,1,1
Inbound,Refund Related,Refund Enquiry,,31-60,Evening,5,3,1
Outcall,Returns,Reverse Pickup Enquiry,,0-30,Morning,3,11,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,4,30,1
Inbound,Returns,Fraudulent User,Very nice excellent. ......,On Job Training,Evening,5,,1
Outcall,Order Related,Installation/demo,Nice,61-90,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,Happy with Shopzilla Shopzilla and customer service.,61-90,Afternoon,5,16,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,1,1
Inbound,Returns,Fraudulent User,,0-30,Evening,5,12,1
Inbound,Order Related,Order status enquiry,,>90,Split,5,354,1
Inbound,App/website,App/website Related,,0-30,Morning,4,35,1
Inbound,Returns,Service Centres Related,,31-60,Evening,5,3,1
Inbound,Order Related,Order status enquiry,Order is not delivered today,>90,Afternoon,1,6,0
Outcall,Product Queries,Product Specific Information,,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,4,1
Outcall,App/website,Issues with Shopzilla App,,>90,Morning,5,86,1
Inbound,Returns,Wrong,,On Job Training,Evening,5,2,1
Outcall,Payments related,Card/EMI,Nothing resolved,0-30,Morning,1,168,0
Inbound,Returns,Reverse Pickup Enquiry,Very good consultant ??,>90,Afternoon,5,8,1
Inbound,Refund Related,Refund Related Issues,,0-30,Evening,4,3,1
Email,Cancellation,Not Needed,,On Job Training,Morning,1,18,0
Inbound,Order Related,Delayed,,31-60,Evening,5,1,1
Inbound,Order Related,Seller Cancelled Order,Good experience,>90,Morning,5,169,1
Inbound,Order Related,Order status enquiry,,31-60,Evening,5,23,1
Inbound,Order Related,Installation/demo,Nope,31-60,Evening,5,7,1
Inbound,Order Related,Installation/demo,Nyc,>90,Afternoon,5,1,1
Inbound,Cancellation,Not Needed,Thank you,>90,Morning,5,31,1
Inbound,Order Related,Delayed,,0-30,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,5,1
Inbound,Order Related,Installation/demo,,>90,Morning,4,2,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,58,1
Inbound,Order Related,Order status enquiry,,>90,Split,5,7,1
Inbound,Returns,Technician Visit,Please provide genuine product to your customer thank you ??,>90,Morning,5,2,1
Inbound,Order Related,Order status enquiry,,>90,Evening,1,43973,0
Inbound,Cancellation,Not Needed,This is good person,31-60,Evening,5,5,1
Inbound,Order Related,Delayed,,On Job Training,Evening,5,24,1
Inbound,Feedback,UnProfessional Behaviour,,>90,Morning,5,107,1
Inbound,Order Related,Order status enquiry,No need.very poor in supporting the customer,On Job Training,Evening,1,13,0
Inbound,Cancellation,Not Needed,Very highly appreciated by the care &the same full support your better experience for the customer,31-60,Evening,5,20,1
Inbound,Product Queries,Product Specific Information,Recieved wrong product. Not able to return,>90,Evening,3,38,
Inbound,Returns,Reverse Pickup Enquiry,No manners,>90,Morning,1,1,0
Inbound,Returns,Missing,,>90,Split,5,1,1
Email,Returns,Reverse Pickup Enquiry,,>90,Night,1,515,0
Outcall,Returns,Fraudulent User,,>90,Morning,5,1,1
Inbound,Returns,Return request,,31-60,Evening,5,3,1
Inbound,Order Related,Order status enquiry,Delivered the product on time,On Job Training,Morning,1,1,0
Inbound,Returns,Exchange / Replacement,,>90,Split,5,31,1
Inbound,Order Related,Installation/demo,,31-60,Evening,5,2,1
Inbound,Product Queries,Product Specific Information,,>90,Morning,5,7,1
Outcall,Returns,Fraudulent User,,On Job Training,Morning,5,2,1
Inbound,Product Queries,Product Specific Information,,>90,Morning,5,6,1
Inbound,Payments related,Wallet related,Thank you mam,>90,Evening,5,109,1
Inbound,Order Related,Installation/demo,,>90,Evening,5,10,1
Inbound,Order Related,Seller Cancelled Order,,On Job Training,Morning,5,85,1
Inbound,Returns,Reverse Pickup Enquiry,Very good,0-30,Evening,5,9,1
Outcall,Order Related,Delayed,,31-60,Afternoon,5,4,1
Inbound,Shopzilla Related,General Enquiry,Nothing,61-90,Split,1,5,0
Inbound,Product Queries,Product Specific Information,,31-60,Morning,5,2,1
Outcall,Shopzilla Related,General Enquiry,,>90,Morning,3,1,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,4,1
Outcall,Returns,Service Centres Related,,>90,Morning,4,0,1
Outcall,Refund Related,Refund Enquiry,,61-90,Evening,5,1,1
Email,Refund Related,Refund Enquiry,Right now not in my mind,>90,Morning,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,1,14,0
Inbound,Order Related,Customer Requested Modifications,,31-60,Evening,5,43874,
Inbound,Order Related,Delayed,Nice talk customer agent,>90,Afternoon,4,3,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,1,1
Outcall,Cancellation,Return cancellation,"My right ride airbuds no pairing with my Mobile, because right side airbuds out of range only connected to 1 m range please return my order...",On Job Training,Evening,5,,1
Inbound,Product Queries,Product Specific Information,,0-30,Morning,4,2,1
Inbound,Returns,Fraudulent User,,61-90,Evening,5,44922,
Inbound,Returns,Reverse Pickup Enquiry,Good,61-90,Evening,5,31,1
Inbound,Order Related,Order status enquiry,,>90,Evening,5,370,1
Inbound,Refund Related,Refund Related Issues,,31-60,Evening,1,43564,0
Inbound,Order Related,Customer Requested Modifications,Good,>90,Evening,4,2,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,8,1
Outcall,Order Related,Invoice request,,On Job Training,Morning,5,2,1
Inbound,Order Related,Order status enquiry,,>90,Morning,5,30,1
Outcall,Returns,Return request,,0-30,Afternoon,3,258,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,5,1,1
Inbound,Returns,Fraudulent User,,>90,Evening,5,1,1
Inbound,Order Related,Delayed,,31-60,Evening,2,3,0
Inbound,Returns,Wrong,Good,31-60,Afternoon,5,25,1
Inbound,Product Queries,Product Specific Information,Consultant is very polite and sincere and hearttouching,>90,Morning,5,13,1
Inbound,Feedback,UnProfessional Behaviour,Good,On Job Training,Evening,5,1,1
Inbound,Order Related,Seller Cancelled Order,Not good,On Job Training,Morning,1,17,0
Inbound,Order Related,Delayed,,>90,Morning,4,1,1
Inbound,Order Related,Priority delivery,Wrost customer care executive not interested to resolve query doing timeeeee passss only share this that executive.,>90,Morning,5,37,1
Outcall,Returns,Wrong,All good,61-90,Evening,5,15,1
Inbound,Returns,Technician Visit,,>90,Evening,4,33,1
Inbound,Refund Related,Refund Enquiry,Issue resolution time to be reduced,31-60,Evening,5,6,1
Inbound,Returns,Fraudulent User,Very good,31-60,Night,5,2,1
Outcall,Order Related,Seller Cancelled Order,,On Job Training,Morning,1,80,0
Inbound,Order Related,Installation/demo,,61-90,Evening,5,11,1
Inbound,Returns,Return request,,>90,Evening,5,2,1
Outcall,Shopzilla Related,General Enquiry,,>90,Evening,5,5,1
Inbound,Order Related,Delayed,,>90,Afternoon,4,18,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Evening,4,1,1
Inbound,Product Queries,Life Insurance,"No thanks,I always love this app",>90,Morning,5,4,1
Outcall,Order Related,Order status enquiry,She was very good,On Job Training,Morning,5,0,1
Inbound,Returns,Missing,Great I give good rating but when my problem is resolved I give a big thanks,>90,Morning,4,2,1
Outcall,Refund Related,Refund Related Issues,I am tired of contacting customer service executives and not resolving the issue after contacting multiple times,0-30,Morning,4,6,1
Outcall,Payments related,Wallet related,"Ma'am is really great,my problem was solved on the fingertips.Great girl may   bless youuu.",31-60,Evening,5,2,1
Inbound,Shopzilla Related,General Enquiry,Good,On Job Training,Evening,5,2,1
Inbound,Returns,Service Centres Related,,61-90,Evening,5,2,1
Email,Refund Related,Refund Enquiry,,61-90,Morning,5,2,1
Outcall,Order Related,Order status enquiry,,>90,Morning,1,19,0
Inbound,Order Related,Installation/demo,Good ??,0-30,Morning,5,20,1
Inbound,Returns,Fraudulent User,Polite person very nice to talking,0-30,Evening,5,2,1
Outcall,Order Related,Order status enquiry,,On Job Training,Evening,5,33,1
Outcall,Returns,Reverse Pickup Enquiry,Good,0-30,Evening,5,4,1
Inbound,Returns,Return request,,0-30,Evening,5,4,1
Inbound,Returns,Fraudulent User,bad costomer serviceReceive damage produt3 time return requestBut not accept returnApproval  bad experience Shopzilla.Shopzilla cheater companyI am file case custmor courtAgainst Shopzilla....,>90,Morning,1,5,0
Inbound,Order Related,Delayed,,>90,Evening,5,1,1
Inbound,Payments related,Payment related Queries,,0-30,Evening,5,44761,
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,32,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,70,1
Inbound,Order Related,Order status enquiry,,On Job Training,Morning,1,3,0
Outcall,Product Queries,Product Specific Information,Thank you miss apurva,>90,Split,5,24,1
Inbound,Shopzilla Related,General Enquiry,Good,>90,Afternoon,5,6,1
Inbound,Returns,Reverse Pickup Enquiry,Very good,31-60,Evening,5,4,1
Inbound,Product Queries,Product Specific Information,Good support...,On Job Training,Evening,4,98,1
Inbound,Order Related,Installation/demo,,On Job Training,Evening,4,3,1
Inbound,Product Queries,Product Specific Information,,>90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,5,23,1
Inbound,Returns,Return request,,61-90,Morning,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,5,3,1
Outcall,Refund Related,Refund Enquiry,Best ??,>90,Evening,4,345,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,4,45,1
Inbound,Returns,Return request,,>90,Afternoon,1,52,0
Outcall,Returns,Wrong,,>90,Morning,5,1,1
Inbound,Order Related,Order status enquiry,Not having a intention to resolved the complaint,>90,Evening,1,43307,0
Inbound,Refund Related,Refund Enquiry,,31-60,Evening,5,1,1
Outcall,Order Related,Order status enquiry,Bastard executive third class service by Shopzilla,>90,Morning,1,4,0
Inbound,Returns,Service Centres Related,,>90,Split,1,77,0
Inbound,Order Related,Delayed,,>90,Evening,2,1,0
Inbound,Cancellation,Not Needed,,31-60,Morning,5,2,1
Inbound,Order Related,Delayed,,>90,Morning,5,4,1
Outcall,Returns,Reverse Pickup Enquiry,Best platform in Shopzilla,>90,Morning,5,3,1
Inbound,Order Related,Delayed,,>90,Morning,2,6,0
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Evening,1,22,0
Inbound,Returns,Reverse Pickup Enquiry,,>90,Morning,1,191,0
Inbound,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,4,1
Outcall,Returns,Fraudulent User,It's awful that half of the items from the order goes missing. Plus the effort to reach out to the customer support and delivery executive is just on another level... Never going to waste my time and money on Shopzilla again ever.The last lady was the o ky person amongst the last 3-4 calls that could atleast refund my money.,0-30,Morning,5,16,1
Inbound,Payments related,Online Payment Issues,,0-30,Morning,5,3,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,24,1
Inbound,Returns,Return request,,>90,Morning,5,81,1
Inbound,Order Related,Order status enquiry,,31-60,Morning,5,3,1
Inbound,Payments related,PayLater related,,31-60,Morning,5,1,1
Inbound,Order Related,Delayed,When the fault is with Shopzilla delivery issue then you are suppose to compensate the customer because I have not gone to work because delivery was scheduled and you guys didn't call or email that it is not getting delivery It's the worst service ever and I am posting the call recording and my order details on   let's see what the world has to say,31-60,Evening,1,451,0
Inbound,Offers & Cashback,Affiliate Offers,,>90,Evening,5,44064,
Outcall,Returns,Return request,,61-90,Morning,5,2,1
Inbound,Returns,Reverse Pickup Enquiry,Customer cut my call not resolved my problem,61-90,Evening,1,39,0
Inbound,Returns,Wrong,,31-60,Evening,5,66,1
Inbound,Feedback,UnProfessional Behaviour,Good,61-90,Afternoon,5,17,1
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Evening,5,5,1
Inbound,Returns,Service Centres Related,"Most of the service centres were closed, as per Google no updated information related closure of service centers.Kindly do the needful as today it was very hassle for me to find the service centre",0-30,Evening,2,3,0
Inbound,Returns,Reverse Pickup Enquiry,Iam happy??,0-30,Morning,5,2,1
Inbound,Returns,Missing,Done,61-90,Morning,3,518,
Inbound,Feedback,UnProfessional Behaviour,,0-30,Morning,5,26,1
Inbound,Returns,Reverse Pickup Enquiry,Good,>90,Afternoon,5,17,1
Inbound,Shopzilla Related,General Enquiry,,31-60,Evening,5,2,1
Outcall,Order Related,Seller Cancelled Order,,0-30,Morning,4,40,1
Inbound,Cancellation,Not Needed,,>90,Afternoon,5,0,1
Inbound,Feedback,UnProfessional Behaviour,,0-30,Morning,5,4,1
Inbound,Product Queries,Product Specific Information,Thanks,>90,Morning,5,2,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,0,1
Inbound,Order Related,Installation/demo,,61-90,Evening,5,72,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,5,103,1
Inbound,Order Related,Installation/demo,,>90,Morning,5,121,1
Inbound,Refund Related,Refund Enquiry,Do double check the quality of product listed on your platform. Most of the time descriptions are not matching.,0-30,Morning,5,3,1
Inbound,Returns,Wrong,,>90,Morning,5,7,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,0,1
Inbound,Returns,Wrong,,>90,Morning,5,0,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Split,5,43861,
Outcall,Returns,Reverse Pickup Enquiry,,31-60,Morning,5,4,1
Inbound,Returns,Fraudulent User,..my problem is now solved... She is very conventional and rare piece.. ??,>90,Split,5,31,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,5,174,1
Inbound,Order Related,Delayed,,>90,Split,5,43943,
Inbound,Product Queries,Product Specific Information,,>90,Morning,5,32,1
Outcall,Returns,Exchange / Replacement,Good,>90,Evening,5,4,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,7,1
Inbound,Refund Related,Refund Related Issues,,>90,Evening,5,1,1
Outcall,Returns,Return request,Good,>90,Morning,5,30,1
Inbound,Returns,Return request,Nothing to say Worthless services from seller point,0-30,Evening,5,17,1
Inbound,Returns,Return request,,>90,Morning,2,222,0
Inbound,Order Related,Order status enquiry,,>90,Morning,5,14,1
Outcall,Cancellation,Return cancellation,Thank you for customer care executive,0-30,Morning,5,6,1
Inbound,Order Related,Seller Cancelled Order,Shopzilla ??,61-90,Morning,3,1,
Outcall,Payments related,Payment related Queries,,>90,Morning,5,0,1
Inbound,Order Related,Order status enquiry,Love you Mam,0-30,Morning,5,3,1
Inbound,Returns,Return request,,0-30,Morning,5,3,1
Inbound,Returns,Return request,,61-90,Evening,5,5,1
Inbound,Returns,Damaged,Very good,>90,Afternoon,5,,1
Inbound,Returns,Return request,I am happy and she resolved my problem quickly.Thank her.,>90,Morning,5,90,1
Outcall,Payments related,Payment related Queries,Your support for customer is good,0-30,Morning,5,4,1
Inbound,Product Queries,Product Specific Information,,On Job Training,Evening,4,8,1
Inbound,Returns,Return request,,0-30,Evening,5,7,1
Inbound,Order Related,Order status enquiry,Worste experience I have faced Shopzilla app,On Job Training,Morning,4,44548,0
Inbound,Product Queries,Product Specific Information,,31-60,Morning,5,2,1
Inbound,Refund Related,Refund Enquiry,,31-60,Evening,4,3,1
Inbound,Returns,Wrong,,On Job Training,Evening,5,5,1
Inbound,Order Related,Order status enquiry,Not good,On Job Training,Evening,1,93,0
Inbound,Returns,Return request,Good service,>90,Morning,5,314,1
Inbound,Returns,Fraudulent User,,>90,Split,4,1,1
Inbound,Feedback,UnProfessional Behaviour,,>90,Split,1,2,0
Email,Returns,Reverse Pickup Enquiry,I tried too much time but my problem is not solved till now,31-60,Morning,1,251,0
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,130,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Evening,5,8,1
Inbound,Returns,Exchange / Replacement,Over all ok,>90,Afternoon,5,,1
Inbound,Cancellation,Not Needed,,>90,Morning,5,2,1
Outcall,Returns,Reverse Pickup Enquiry,,>90,Morning,5,11,1
Inbound,Returns,Fraudulent User,,>90,Afternoon,5,11,1
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Afternoon,4,1,1
Inbound,Refund Related,Refund Related Issues,,31-60,Evening,5,1,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,4,2,1
Inbound,Order Related,Installation/demo,,>90,Morning,5,6,1
Inbound,Refund Related,Refund Related Issues,,On Job Training,Evening,5,44693,
Email,Order Related,Installation/demo,My item was not refunded,>90,Night,4,3,1
Inbound,Returns,Fraudulent User,,>90,Morning,5,2,1
Inbound,Returns,Return request,,0-30,Evening,5,1,1
Inbound,Product Queries,Product Specific Information,E,On Job Training,Evening,5,4,1
Inbound,Order Related,Priority delivery,,>90,Morning,5,5,1
Outcall,Order Related,Invoice request,Ok,On Job Training,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,Very poor,61-90,Evening,1,68,0
Inbound,Returns,Fraudulent User,My problem not sholw,>90,Split,1,126,0
Inbound,Shopzilla Related,General Enquiry,Every thing best,>90,Morning,5,4,1
Inbound,Returns,Reverse Pickup Enquiry,My problem was not resolved.As per my assesment customer care has no power to resolve my issue. So i will file consumer case,0-30,Morning,1,12,0
Inbound,Returns,Return request,Customer care sir baat     ko solve kiye main aap ko 100 me se 100 nomber deta hun,0-30,Morning,5,8,1
Outcall,Order Related,Order status enquiry,,0-30,Evening,5,2,1
Inbound,Shopzilla Related,Shopzila Premium Related,Please delevry every order timely,31-60,Evening,5,3,1
Inbound,Returns,Technician Visit,,>90,Morning,5,33,1
Outcall,Product Queries,Product Specific Information,,0-30,Evening,5,2,1
Inbound,Returns,Fraudulent User,Worst,31-60,Morning,1,502,0
Inbound,Shopzilla Related,General Enquiry,Ok,31-60,Night,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Afternoon,4,2,1
Inbound,Returns,Reverse Pickup Enquiry,,On Job Training,Morning,5,2,1
Inbound,Order Related,Order status enquiry,Don't delay study material items,61-90,Evening,5,24,1
Inbound,Returns,Service Centres Related,,>90,Morning,3,7,
Inbound,Returns,Reverse Pickup Enquiry,,61-90,Morning,1,4,0
Inbound,Returns,Reverse Pickup Enquiry,I am satisfied with you,>90,Evening,5,5,1
Inbound,Payments related,Online Payment Issues,,>90,Morning,2,26,0
Outcall,Returns,Return request,Thanks for support ??,31-60,Evening,4,3,1
Inbound,Order Related,Delayed,,31-60,Evening,5,5,1
Inbound,Returns,Reverse Pickup Enquiry,Very good condition,On Job Training,Evening,5,2,1
Outcall,Product Queries,Product Specific Information,,0-30,Morning,4,6,1
Outcall,Product Queries,Product Specific Information,Good behaviour,On Job Training,Evening,1,16,0
Inbound,Refund Related,Refund Enquiry,Nice talking ??,>90,Morning,5,41,1
Inbound,Returns,Reverse Pickup Enquiry,,>90,Evening,5,1,1
Inbound,Feedback,UnProfessional Behaviour,,On Job Training,Evening,5,4,1
Outcall,Returns,Return request,,0-30,Afternoon,5,2,1
Inbound,Refund Related,Refund Related Issues,,61-90,Evening,5,3,1
Inbound,Returns,Reverse Pickup Enquiry,,0-30,Morning,1,129,0
Inbound,Order Related,Delayed,,On Job Training,Evening,5,105,1
Outcall,Order Related,Order status enquiry,Very good,31-60,Split,4,,
Inbound,Order Related,Order status enquiry,Thank you,61-90,Evening,5,,1
Inbound,Returns,Missing,,0-30,Morning,1,181,0
Inbound,Returns,Return request,,31-60,Morning,5,3,1
Inbound,Product Queries,Product Specific Information,"Gud work,gud product, gud product delivery work,gud packaging, gud customer service.",31-60,Evening,4,17,1
Outcall,Returns,Reverse Pickup Enquiry,,61-90,Evening,5,4,1
Inbound,Order Related,Delayed,,>90,Morning,4,20,1
Inbound,Returns,Service Centres Related,,31-60,Morning,5,190,1
Inbound,Returns,Fraudulent User,,On Job Training,Evening,5,43,1
Inbound,Order Related,Order status enquiry,,On Job Training,Evening,5,1,1
Outcall,Returns,Reverse Pickup Enquiry,Thank you (Rakhe),>90,Evening,5,1,1
Inbound,Order Related,Delayed,This girl was very sweet and customer friendly. Very polite in nature.,>90,Evening,5,1337,1
